"Story","Title","Result","Date","Stability","Duration (s)"
"Reproducir  una cancion de Spotify","Reproduccion de cancion exitosa","PENDING","2023-11-09T10:34:15.2591601-05:00[America/Bogota]","0.0","0.34"
